NroFactura;TipoFactura;FechaFactura;TotalFactura;PorcentajeIVA;SubTotalFactura;TotalIVA;AlicuotaIIBB;ImportePercepIIBB;CodCliente;PorcentajeDesc;ImporteDesc;CodVendedor;FormaPago;UnidadNegocio;Cancelada;IdSucursal;NroRemito;Cae;FechaVC;CondicionVenta;AclaracionFactura
153;A;2016-05-09 00:00:00;7505.82;21.0;5957.0;1250.97;5.0;297.85;171;0.0;0.0;100;;;False;;163319;66193898171838;2016-05-19 00:00:00;1 - Contado;
154;A;2016-05-09 00:00:00;1089.0;21.0;874.7;183.69;3.5;30.61;24;20.0;218.68;500;;;False;;12998;66193898452232;2016-05-19 00:00:00;1 - Contado;
155;A;2016-05-09 00:00:00;3852.28;21.0;3094.2;649.78;3.5;108.3;681;25.0;1031.4;300;;;False;;20981;66193898706017;2016-05-19 00:00:00;1 - Contado;
156;A;2016-05-09 00:00:00;4649.87;21.0;3833.36;805.01;0.3;11.5;362;20.0;958.34;300;;;False;;20986;66193898765496;2016-05-19 00:00:00;1 - Contado;
157;A;2016-05-09 00:00:00;248850.0;21.0;197500.0;41475.0;5.0;9875.0;881;0.0;0.0;700;;;False;;0;66193905361953;2016-05-19 00:00:00;1 - Contado;
158;A;2016-05-09 00:00:00;777574.26;21.0;634754.5;133298.45;1.5;9521.32;1051;0.0;0.0;700;;;False;;161968;66193905425347;2016-05-19 00:00:00;1 - Contado;
159;A;2016-05-09 00:00:00;777574.26;21.0;634754.5;133298.45;1.5;9521.32;1051;0.0;0.0;700;;;False;;15362;66193906202560;2016-05-19 00:00:00;1 - Contado;
160;A;2016-05-10 00:00:00;14293.24;21.0;11667.95;2450.27;1.5;175.02;917;0.0;0.0;400;;;False;;163322;66193920240959;2016-05-20 00:00:00;1 - Contado;
161;A;2016-05-10 00:00:00;2178.02;21.0;1749.41;367.38;3.5;61.23;485;20.0;437.35;100;;;False;;0;66193921052935;2016-05-20 00:00:00;1 - Contado;
162;A;2016-05-10 00:00:00;1059.7;21.0;874.7;183.69;0.15;1.31;442;20.0;218.68;500;;;False;;163325;66193922985253;2016-05-20 00:00:00;1 - Contado;
163;A;2016-05-10 00:00:00;1361.26;21.0;1093.38;229.61;3.5;38.27;1080;0.0;0.0;700;;;False;;163328;66193923054939;2016-05-20 00:00:00;1 - Contado;
164;A;2016-05-10 00:00:00;15411.97;21.0;12705.66;2668.19;0.3;38.12;1103;0.0;0.0;500;;;False;;12997;66193927004857;2016-05-20 00:00:00;1 - Contado;
165;A;2016-05-11 00:00:00;9694.34;21.0;7992.04;1678.33;0.3;23.98;406;20.0;1998.01;100;;;False;;20328;66193939875975;2016-05-21 00:00:00;1 - Contado;
166;A;2016-05-11 00:00:00;2041.89;21.0;1640.07;344.41;3.5;57.4;32;25.0;546.69;200;;;False;;20520;66193940444651;2016-05-21 00:00:00;1 - Contado;
167;A;2016-05-11 00:00:00;3381.77;21.0;2791.39;586.19;0.15;4.19;661;20.0;697.84;100;;;False;;15125;66193940524050;2016-05-21 00:00:00;1 - Contado;
168;A;2016-05-11 00:00:00;1260.8;21.0;1041.98;218.82;0.0;0.0;327;20.0;260.49;300;;;False;;164603;66193940759859;2016-05-21 00:00:00;1 - Contado;
169;A;2016-05-11 00:00:00;2496.17;21.0;2057.85;432.15;0.3;6.17;2071;0.0;0.0;700;;;False;;163342;66193950198293;2016-05-21 00:00:00;1 - Contado;
170;A;2016-05-11 00:00:00;149310.0;21.0;118500.0;24885.0;5.0;5925.0;881;0.0;0.0;700;;;False;;164622;66193952366557;2016-05-21 00:00:00;1 - Contado;
171;A;2016-05-12 00:00:00;1437.03;21.0;1140.5;239.51;5.0;57.03;632;25.0;380.17;100;;;False;;15368;66193961149559;2016-05-22 00:00:00;1 - Contado;
172;A;2016-05-12 00:00:00;199080.0;21.0;158000.0;33180.0;5.0;7900.0;881;0.0;0.0;700;;;False;;0;66193964390670;2016-05-22 00:00:00;1 - Contado;
173;A;2016-05-12 00:00:00;3907.26;21.0;3158.66;663.32;2.7;85.28;818;20.0;1052.89;400;;;False;;0;66193970841504;2016-05-22 00:00:00;1 - Contado;
174;A;2016-05-12 00:00:00;205866.98;21.0;165355.0;34724.55;3.5;5787.43;2010;0.0;0.0;100;;;False;;166382;66193973200405;2016-05-22 00:00:00;1 - Contado;
175;A;2016-05-13 00:00:00;4445.51;21.0;3593.78;754.69;2.7;97.03;818;20.0;1197.93;400;;;False;;15729;66203979728023;2016-05-23 00:00:00;1 - Contado;
176;A;2016-05-13 00:00:00;66732.13;21.0;55082.24;11567.27;0.15;82.62;539;30.0;23606.68;700;;;False;;15371;66203990624599;2016-05-23 00:00:00;1 - Contado;
177;A;2016-05-16 00:00:00;14196.28;21.0;11588.8;2433.65;1.5;173.83;918;0.0;0.0;400;;;False;;15372;66203004022658;2016-05-26 00:00:00;1 - Contado;
178;A;2016-05-16 00:00:00;9036.74;21.0;7468.38;1568.36;0.0;0.0;896;20.0;1867.1;300;;;False;;15467;66203006654909;2016-05-26 00:00:00;1 - Contado;
179;A;2016-05-17 00:00:00;11434.59;21.0;9334.36;1960.22;1.5;140.02;917;0.0;0.0;400;;;False;;167304;66203024236214;2016-05-27 00:00:00;1 - Contado;
180;A;2016-05-17 00:00:00;5905.04;21.0;4820.44;1012.29;1.5;72.31;1210;0.0;0.0;400;;;False;;167312;66203024573641;2016-05-27 00:00:00;1 - Contado;
181;A;2016-05-17 00:00:00;1297.27;21.0;1041.98;218.82;3.5;36.47;934;20.0;260.49;300;;;False;;15469;66203024653773;2016-05-27 00:00:00;1 - Contado;
182;A;2016-05-17 00:00:00;1996.79;21.0;1650.24;346.55;0.0;0.0;680;20.0;412.56;300;;;False;;15468;66203024707114;2016-05-27 00:00:00;1 - Contado;
183;A;2016-05-17 00:00:00;3679.42;21.0;2955.36;620.63;3.5;103.44;32;25.0;985.13;200;;;False;;167330;66203026458938;2016-05-27 00:00:00;1 - Contado;
184;A;2016-05-17 00:00:00;11357.07;21.0;9271.08;1946.93;1.5;139.07;2073;0.0;0.0;400;;;False;;167334;66203028020781;2016-05-27 00:00:00;1 - Contado;
185;A;2016-05-17 00:00:00;10164.0;21.0;8400.0;1764.0;0.0;0.0;1250;0.0;0.0;700;;;False;;21368;66203040082429;2016-05-27 00:00:00;1 - Contado;
186;A;2016-05-18 00:00:00;2178.0;21.0;1749.4;367.37;3.5;61.23;378;20.0;437.36;100;;;False;;167338;66203051203332;2016-05-28 00:00:00;1 - Contado;
187;A;2016-05-18 00:00:00;3475.27;21.0;2791.38;586.19;3.5;97.7;485;20.0;697.85;100;;;False;;167340;66203051246984;2016-05-28 00:00:00;1 - Contado;
188;A;2016-05-18 00:00:00;28328.16;21.0;23353.8;4904.3;0.3;70.06;345;0.0;0.0;200;;;False;;15381;66203051856133;2016-05-28 00:00:00;1 - Contado;
189;A;2016-05-18 00:00:00;6328.42;21.0;5217.16;1095.6;0.3;15.65;1055;20.0;1304.29;200;;;False;;15594;66203052660331;2016-05-28 00:00:00;1 - Contado;
190;A;2016-05-18 00:00:00;9851.3;21.0;7912.69;1661.66;3.5;276.94;1370;0.0;0.0;700;;;False;;167343;66203053149364;2016-05-28 00:00:00;1 - Contado;
191;A;2016-05-18 00:00:00;2911.58;21.0;2338.62;491.11;3.5;81.85;1370;0.0;0.0;700;;;False;;144572;66203053177073;2016-05-28 00:00:00;1 - Contado;
192;A;2016-05-18 00:00:00;8953.52;21.0;7191.58;1510.23;3.5;251.71;1370;0.0;0.0;700;;;False;;170008;66203053207090;2016-05-28 00:00:00;1 - Contado;
193;A;2016-05-18 00:00:00;1005.09;21.0;807.3;169.53;3.5;28.26;1370;0.0;0.0;700;;;False;;21987;66203053233427;2016-05-28 00:00:00;1 - Contado;
194;A;2016-05-18 00:00:00;17729.2;21.0;14240.32;2990.47;3.5;498.41;1370;0.0;0.0;700;;;False;;168976;66203053272075;2016-05-28 00:00:00;1 - Contado;
195;A;2016-05-18 00:00:00;17811.68;21.0;14306.57;3004.38;3.5;500.73;1370;0.0;0.0;700;;;False;;167797;66203053918616;2016-05-28 00:00:00;1 - Contado;
196;A;2016-05-19 00:00:00;50405.07;21.0;40486.0;8502.06;3.5;1417.01;2010;0.0;0.0;100;;;False;;22123;66203075861541;2016-05-29 00:00:00;1 - Contado;
197;A;2016-05-19 00:00:00;2521.58;21.0;2083.95;437.63;0.0;0.0;327;20.0;520.99;300;;;False;;169349;66203076439289;2016-05-29 00:00:00;1 - Contado;
198;A;2016-05-19 00:00:00;6711.38;21.0;5390.67;1132.04;3.5;188.67;816;25.0;1796.89;200;;;False;;168992;66203076610791;2016-05-29 00:00:00;1 - Contado;
199;A;2016-05-19 00:00:00;6909.34;21.0;5483.6;1151.56;5.0;274.18;1230;20.0;1370.9;200;;;False;;15597;66203076741926;2016-05-29 00:00:00;1 - Contado;
200;A;2016-05-19 00:00:00;9276.82;21.0;7499.45;1574.88;2.7;202.49;277;20.0;1874.86;200;;;False;;15596;66203076814168;2016-05-29 00:00:00;1 - Contado;
201;A;2016-05-19 00:00:00;28114.55;21.0;23177.7;4867.32;0.3;69.53;635;0.0;0.0;700;;;False;;22086;66203082497184;2016-05-29 00:00:00;1 - Contado;
202;A;2016-05-20 00:00:00;4104.88;21.0;3257.84;684.15;5.0;162.89;1045;25.0;1085.95;400;;;False;;15732;66213098591817;2016-05-30 00:00:00;1 - Contado;
203;A;2016-05-20 00:00:00;2319.18;21.0;1916.68;402.5;0.0;0.0;754;20.0;479.17;300;;;False;;15471;66213098762876;2016-05-30 00:00:00;1 - Contado;
204;A;2016-05-20 00:00:00;3377.58;21.0;2791.39;586.19;0.0;0.0;930;20.0;697.84;300;;;False;;15472;66213098819383;2016-05-30 00:00:00;1 - Contado;
205;A;2016-05-20 00:00:00;503119.26;21.0;410709.6;86249.02;1.5;6160.64;2020;0.0;0.0;700;;;False;;22252;66213102869831;2016-05-30 00:00:00;1 - Contado;
206;A;2016-05-23 00:00:00;52489.2;21.0;42160.0;8853.6;3.5;1475.6;2010;0.0;0.0;100;;;False;;0;66213128741349;2016-06-02 00:00:00;1 - Contado;
207;A;2016-05-23 00:00:00;15194.29;21.0;12204.25;2562.89;3.5;427.15;305;30.0;5230.38;200;;;False;;22877;66213131221472;2016-06-02 00:00:00;1 - Contado;
208;A;2016-05-23 00:00:00;7462.37;21.0;6167.25;1295.12;0.0;0.0;896;20.0;1541.81;300;;;False;;170675;66213131756829;2016-06-02 00:00:00;1 - Contado;
209;A;2016-05-24 00:00:00;1059.26;21.0;874.7;183.69;0.1;0.87;853;20.0;218.68;300;;;False;;22892;66213162692318;2016-06-03 00:00:00;1 - Contado;
210;A;2016-05-24 00:00:00;3568.29;21.0;2866.1;601.88;3.5;100.31;32;25.0;955.37;200;;;False;;170683;66213162777929;2016-06-03 00:00:00;1 - Contado;
211;A;2016-05-24 00:00:00;46936.24;21.0;38315.3;8046.21;1.5;574.73;611;20.0;9578.82;200;;;False;;22896;66213163006945;2016-06-03 00:00:00;1 - Contado;
212;A;2016-05-24 00:00:00;7269.15;21.0;5992.7;1258.47;0.3;17.98;1055;20.0;1498.17;200;;;False;;22899;66213163046861;2016-06-03 00:00:00;1 - Contado;
213;A;2016-05-24 00:00:00;2947.09;21.0;2367.14;497.1;3.5;82.85;32;25.0;789.05;200;;;False;;23159;66213163071137;2016-06-03 00:00:00;1 - Contado;
214;A;2016-05-26 00:00:00;3832.06;21.0;3041.32;638.68;5.0;152.07;2076;0.0;0.0;500;;;False;;23105;66213194312250;2016-06-05 00:00:00;1 - Contado;
215;A;2016-05-26 00:00:00;1058.39;21.0;874.7;183.69;0.0;0.0;545;20.0;218.68;500;;;False;;23170;66213195041745;2016-06-05 00:00:00;1 - Contado;
216;A;2016-05-26 00:00:00;14594.18;21.0;11722.23;2461.67;3.5;410.28;387;25.0;3907.41;500;;;False;;23174;66213195081234;2016-06-05 00:00:00;1 - Contado;
217;A;2016-05-26 00:00:00;1926.14;21.0;1547.1;324.89;3.5;54.15;387;25.0;515.7;500;;;False;;23175;66213195104078;2016-06-05 00:00:00;1 - Contado;
218;A;2016-05-26 00:00:00;1058.39;21.0;874.7;183.69;0.0;0.0;680;20.0;218.68;300;;;False;;15476;66213195344809;2016-06-05 00:00:00;1 - Contado;
219;A;2016-05-26 00:00:00;1058.39;21.0;874.7;183.69;0.0;0.0;327;20.0;218.68;300;;;False;;170961;66213195401725;2016-06-05 00:00:00;1 - Contado;
220;A;2016-05-26 00:00:00;1058.39;21.0;874.7;183.69;0.0;0.0;896;20.0;218.68;300;;;False;;15477;66213195431672;2016-06-05 00:00:00;1 - Contado;
221;A;2016-05-26 00:00:00;1297.27;21.0;1041.98;218.82;3.5;36.47;1228;0.0;260.49;400;;;False;;15731;66213195535084;2016-06-05 00:00:00;1 - Contado;
222;A;2016-05-26 00:00:00;5905.04;21.0;4820.44;1012.29;1.5;72.31;1210;0.0;0.0;400;;;False;;15733;66213195561880;2016-06-05 00:00:00;1 - Contado;
223;A;2016-05-26 00:00:00;13705.98;21.0;11008.82;2311.85;3.5;385.31;352;25.0;3669.61;200;;;False;;173007;66213196853632;2016-06-05 00:00:00;1 - Contado;
224;A;2016-05-26 00:00:00;17151.89;21.0;14001.54;2940.32;1.5;210.02;917;0.0;0.0;400;;;False;;15393;66213201418589;2016-06-05 00:00:00;1 - Contado;
225;A;2016-05-27 00:00:00;1260.8;21.0;1041.98;218.82;0.0;0.0;523;20.0;260.49;300;;;False;;15478;66223218199017;2016-06-06 00:00:00;1 - Contado;
226;A;2016-05-27 00:00:00;1061.01;21.0;874.7;183.69;0.3;2.62;362;20.0;218.68;300;;;False;;23022;66223218304852;2016-06-06 00:00:00;1 - Contado;
227;A;2016-05-27 00:00:00;28326.95;21.0;23352.8;4904.09;0.3;70.06;345;0.0;0.0;200;;;False;;15394;66223219550683;2016-06-06 00:00:00;1 - Contado;
228;A;2016-05-27 00:00:00;11357.02;21.0;9271.04;1946.92;1.5;139.07;918;0.0;0.0;400;;;False;;15395;66223219737251;2016-06-06 00:00:00;1 - Contado;
229;A;2016-05-27 00:00:00;1263.92;21.0;1041.98;218.82;0.3;3.13;308;20.0;260.49;400;;;False;;15734;66223220348957;2016-06-06 00:00:00;1 - Contado;
230;A;2016-05-27 00:00:00;28114.55;21.0;23177.7;4867.32;0.3;69.53;635;0.0;0.0;700;;;False;;15396;66223227385945;2016-06-06 00:00:00;1 - Contado;
231;A;2016-05-30 00:00:00;1297.27;21.0;1041.98;218.82;3.5;36.47;588;20.0;260.49;300;;;False;;22362;66223249226736;2016-06-09 00:00:00;1 - Contado;
232;A;2016-05-30 00:00:00;3643.19;21.0;3010.9;632.29;0.0;0.0;2078;20.0;752.73;300;;;False;;22434;66223250199302;2016-06-09 00:00:00;1 - Contado;
233;A;2016-05-30 00:00:00;19303.2;21.0;15320.0;3217.2;5.0;766.0;171;0.0;0.0;100;;;False;;23138;66223250584292;2016-06-09 00:00:00;1 - Contado;
234;A;2016-05-30 00:00:00;192669.55;21.0;159231.03;33438.52;0.0;0.0;547;0.0;0.0;100;;;False;;0;66223250818013;2016-06-09 00:00:00;1 - Contado;
235;A;2016-05-30 00:00:00;7100.38;21.0;5703.12;1197.66;3.5;199.61;509;20.0;1425.78;100;;;False;;15736;66223250981108;2016-06-09 00:00:00;1 - Contado;
236;A;2016-05-30 00:00:00;849563.02;21.0;702118.2;147444.82;0.0;0.0;885;0.0;0.0;700;;;False;;0;66223266255451;2016-06-09 00:00:00;1 - Contado;
237;A;2016-05-30 00:00:00;458803.44;21.0;379176.4;79627.04;0.0;0.0;885;0.0;0.0;700;;;False;;17411;66223266266701;2016-06-09 00:00:00;1 - Contado;
238;A;2016-05-31 00:00:00;8127.26;21.0;6700.13;1407.03;0.3;20.1;921;20.0;1675.03;300;;;False;;15399;66223272321451;2016-06-10 00:00:00;1 - Contado;
239;A;2016-05-31 00:00:00;11285.9;21.0;9304.12;1953.87;0.3;27.91;472;0.0;0.0;100;;;False;;15400;66223272353282;2016-06-10 00:00:00;1 - Contado;
240;A;2016-05-31 00:00:00;1263.92;21.0;1041.98;218.82;0.3;3.13;921;20.0;260.49;300;;;False;;142529;66223272504229;2016-06-10 00:00:00;1 - Contado;
241;A;2016-05-31 00:00:00;1089.0;21.0;874.7;183.69;3.5;30.61;24;20.0;218.68;500;;;False;;15252;66223273092982;2016-06-10 00:00:00;1 - Contado;
242;A;2016-06-01 00:00:00;11132.0;21.0;9200.0;1932.0;0.0;0.0;1250;0.0;0.0;700;;;False;;173023;66223302672452;2016-06-11 00:00:00;1 - Contado;
243;A;2016-06-01 00:00:00;19907.96;21.0;16452.86;3455.1;0.0;0.0;352;25.0;5484.29;200;;;False;;15307;66223303118448;2016-06-11 00:00:00;1 - Contado;
244;A;2016-06-01 00:00:00;4546.48;21.0;3757.42;789.06;0.0;0.0;816;25.0;1252.48;200;;;False;;15306;66223303216309;2016-06-11 00:00:00;1 - Contado;
245;A;2016-06-01 00:00:00;110999.99;21.0;91735.53;19264.46;0.0;0.0;780;0.0;0.0;700;;;False;;15255;66223318002502;2016-06-11 00:00:00;1 - Contado;
246;A;2016-06-01 00:00:00;134310.0;21.0;111000.0;23310.0;0.0;0.0;780;0.0;0.0;700;;;False;;152551;66223319739626;2016-06-11 00:00:00;1 - Contado;
247;A;2016-06-02 00:00:00;16928.85;21.0;13956.18;2930.8;0.3;41.87;472;0.0;0.0;100;;;False;;174962;66223346836392;2016-06-12 00:00:00;1 - Contado;
248;A;2016-06-02 00:00:00;3503.53;21.0;2780.58;583.92;5.0;139.03;632;25.0;926.87;100;;;False;;15257;66223346930615;2016-06-12 00:00:00;1 - Contado;
249;A;2016-06-03 00:00:00;14196.89;21.0;11589.3;2433.75;1.5;173.84;918;0.0;0.0;400;;;False;;23524;66233355117544;2016-06-13 00:00:00;1 - Contado;
250;A;2016-06-03 00:00:00;1089.0;21.0;874.7;183.69;3.5;30.61;558;20.0;218.68;400;;;False;;15740;66233355238268;2016-06-13 00:00:00;1 - Contado;
251;A;2016-06-03 00:00:00;2416.74;21.0;1953.71;410.28;2.7;52.75;818;25.0;651.24;400;;;False;;23572;66233355285930;2016-06-13 00:00:00;1 - Contado;
252;A;2016-06-06 00:00:00;6116.67;21.0;5042.6;1058.95;0.3;15.13;406;20.0;1260.66;100;;;False;;23521;66233383821417;2016-06-16 00:00:00;1 - Contado;
253;A;2016-06-06 00:00:00;3683.52;21.0;2958.65;621.32;3.5;103.55;378;20.0;739.67;100;;;False;;15130;66233387097522;2016-06-16 00:00:00;1 - Contado;
254;A;2016-06-06 00:00:00;327.51;21.0;270.0;56.7;0.3;0.81;362;20.0;0.0;300;;;False;;15484;66233387191816;2016-06-16 00:00:00;1 - Contado;
255;A;2016-06-06 00:00:00;3588.84;21.0;2958.65;621.32;0.3;8.88;362;20.0;739.67;300;;;False;;15482;66233387231417;2016-06-16 00:00:00;1 - Contado;
256;A;2016-06-06 00:00:00;2951.3;21.0;2433.06;510.94;0.3;7.3;921;20.0;608.26;300;;;False;;15483;66233387257964;2016-06-16 00:00:00;1 - Contado;
257;A;2016-06-06 00:00:00;1061.01;21.0;874.7;183.69;0.3;2.62;1055;20.0;218.68;200;;;False;;15309;66233388244985;2016-06-16 00:00:00;1 - Contado;
258;A;2016-06-07 00:00:00;11434.59;21.0;9334.36;1960.22;1.5;140.02;917;0.0;0.0;400;;;False;;176964;66233404605848;2016-06-17 00:00:00;1 - Contado;
259;A;2016-06-07 00:00:00;3517.14;21.0;2791.38;586.19;5.0;139.57;433;20.0;697.85;100;;;False;;176695;66233407114615;2016-06-17 00:00:00;1 - Contado;
260;A;2016-06-07 00:00:00;10784.4;21.0;8662.17;1819.06;3.5;303.18;32;25.0;2887.4;200;;;False;;15311;66233407965049;2016-06-17 00:00:00;1 - Contado;
261;A;2016-06-07 00:00:00;42666.15;21.0;34270.0;7196.7;3.5;1199.45;2010;0.0;0.0;100;;;False;;0;66233408924704;2016-06-17 00:00:00;1 - Contado;
262;A;2016-06-07 00:00:00;45472.94;21.0;37488.0;7872.48;0.3;112.46;2057;0.0;0.0;700;;;False;;15481;66233409720697;2016-06-17 00:00:00;1 - Contado;
263;A;2016-06-07 00:00:00;848925.0;21.0;693000.0;145530.0;1.5;10395.0;2020;0.0;0.0;700;;;False;;177202;66233421470067;2016-06-17 00:00:00;1 - Contado;
264;A;2016-06-08 00:00:00;1312.89;21.0;1041.98;218.82;5.0;52.1;945;20.0;260.49;300;;;False;;15264;66233427237679;2016-06-18 00:00:00;1 - Contado;
265;A;2016-06-08 00:00:00;1437.03;21.0;1140.5;239.51;5.0;57.03;632;25.0;380.17;100;;;False;;15265;66233427384717;2016-06-18 00:00:00;1 - Contado;
266;A;2016-06-08 00:00:00;1089.0;21.0;874.7;183.69;3.5;30.61;24;20.0;218.68;500;;;False;;15401;66233427896550;2016-06-18 00:00:00;1 - Contado;
267;A;2016-06-08 00:00:00;20880.93;21.0;16771.83;3522.08;3.5;587.01;156;0.0;0.0;100;;;False;;0;66233427975576;2016-06-18 00:00:00;1 - Contado;
268;A;2016-06-08 00:00:00;2521.58;21.0;2083.95;437.63;0.0;0.0;327;20.0;520.99;300;;;False;;15485;66233428450429;2016-06-18 00:00:00;1 - Contado;
269;A;2016-06-08 00:00:00;4638.37;21.0;3833.36;805.01;0.0;0.0;680;20.0;958.34;300;;;False;;24217;66233428486974;2016-06-18 00:00:00;1 - Contado;
270;A;2016-06-08 00:00:00;26928.08;21.0;21982.11;4616.24;1.5;329.73;611;20.0;5495.53;200;;;False;;15312;66233430471614;2016-06-18 00:00:00;1 - Contado;
271;A;2016-06-08 00:00:00;28326.95;21.0;23352.8;4904.09;0.3;70.06;345;0.0;0.0;200;;;False;;24358;66233431633509;2016-06-18 00:00:00;1 - Contado;
272;A;2016-06-09 00:00:00;8517.77;21.0;6953.28;1460.19;1.5;104.3;918;0.0;0.0;400;;;False;;15269;66233448511789;2016-06-19 00:00:00;1 - Contado;
273;A;2016-06-09 00:00:00;3143.55;21.0;2524.94;530.24;3.5;88.37;853;20.0;631.24;300;;;False;;15487;66233449026047;2016-06-19 00:00:00;1 - Contado;
274;A;2016-06-09 00:00:00;1297.27;21.0;1041.98;218.82;3.5;36.47;759;0.0;260.49;400;;;False;;15741;66233449069819;2016-06-19 00:00:00;1 - Contado;
275;A;2016-06-09 00:00:00;1059.7;21.0;874.7;183.69;0.15;1.31;442;20.0;218.68;500;;;False;;15273;66233449375089;2016-06-19 00:00:00;1 - Contado;
276;A;2016-06-09 00:00:00;1262.36;21.0;1041.98;218.82;0.15;1.56;442;20.0;260.49;500;;;False;;15272;66233449400585;2016-06-19 00:00:00;1 - Contado;
277;A;2016-06-09 00:00:00;6937.58;21.0;5733.54;1204.04;0.0;0.0;545;20.0;1433.38;500;;;False;;15271;66233449426427;2016-06-19 00:00:00;1 - Contado;
278;A;2016-06-09 00:00:00;2594.52;21.0;2083.95;437.63;3.5;72.94;599;20.0;520.99;200;;;False;;15313;66233450929646;2016-06-19 00:00:00;1 - Contado;
279;A;2016-06-09 00:00:00;8637.52;21.0;6937.77;1456.93;3.5;242.82;816;25.0;2312.59;200;;;False;;15314;66233450974303;2016-06-19 00:00:00;1 - Contado;
280;A;2016-06-09 00:00:00;5444.27;21.0;4320.85;907.38;5.0;216.04;1045;25.0;1440.29;400;;;False;;15274;66233454522129;2016-06-19 00:00:00;1 - Contado;
282;A;2016-06-09 00:00:00;3689.12;21.0;3041.32;638.68;0.3;9.12;345;0.0;0.0;200;;;False;;0;66233458096880;2016-06-19 00:00:00;1 - Contado;
283;A;2016-06-09 00:00:00;14107.37;21.0;11630.15;2442.33;0.3;34.89;472;0.0;0.0;100;;;False;;15275;66233462380771;2016-06-19 00:00:00;1 - Contado;
284;A;2016-06-10 00:00:00;30042.12;21.0;23842.95;5007.02;5.0;1192.15;2080;0.0;0.0;600;;;False;;0;66243466277733;2016-06-20 00:00:00;1 - Contado;
285;A;2016-06-10 00:00:00;28326.95;21.0;23352.8;4904.09;0.3;70.06;345;0.0;0.0;200;;;False;;15277;66243467581389;2016-06-20 00:00:00;1 - Contado;
286;A;2016-06-10 00:00:00;1033.25;21.0;820.04;172.21;5.0;41.0;1045;25.0;273.35;400;;;False;;15743;66243468364333;2016-06-20 00:00:00;1 - Contado;
287;A;2016-06-10 00:00:00;1061.01;21.0;874.7;183.69;0.3;2.62;308;20.0;218.68;400;;;False;;15742;66243468402649;2016-06-20 00:00:00;1 - Contado;
288;A;2016-06-10 00:00:00;33141.97;21.0;26620.06;5590.21;3.5;931.7;681;25.0;11408.6;300;;;False;;15278;66243470584021;2016-06-20 00:00:00;1 - Contado;
289;A;2016-06-10 00:00:00;1202.97;21.0;991.73;208.26;0.3;2.98;635;0.0;0.0;700;;;False;;15279;66243474427976;2016-06-20 00:00:00;1 - Contado;
290;A;2016-06-13 00:00:00;11573.69;21.0;9447.91;1984.06;1.5;141.72;2081;0.0;0.0;100;;;False;;0;66243491205065;2016-06-23 00:00:00;1 - Contado;
291;A;2016-06-13 00:00:00;2678.62;21.0;2208.26;463.73;0.3;6.62;1055;20.0;552.06;200;;;False;;15316;66243493967817;2016-06-23 00:00:00;1 - Contado;
292;A;2016-06-13 00:00:00;228942.0;21.0;181700.0;38157.0;5.0;9085.0;881;0.0;0.0;700;;;False;;0;66243507238423;2016-06-23 00:00:00;1 - Contado;
293;A;2016-06-14 00:00:00;1297.27;21.0;1041.98;218.82;3.5;36.47;78;20.0;260.49;100;;;False;;15282;66243512740774;2016-06-24 00:00:00;1 - Contado;
294;A;2016-06-14 00:00:00;1102.12;21.0;874.7;183.69;5.0;43.74;395;20.0;218.68;500;;;False;;15402;66243514297189;2016-06-24 00:00:00;1 - Contado;
295;A;2016-06-14 00:00:00;3449.46;21.0;2770.65;581.84;3.5;96.97;32;25.0;923.55;200;;;False;;15318;66243514568836;2016-06-24 00:00:00;1 - Contado;
296;A;2016-06-14 00:00:00;8582.52;21.0;7006.14;1471.29;1.5;105.09;2073;0.0;0.0;400;;;False;;26445112;66243514805849;2016-06-24 00:00:00;1 - Contado;
297;A;2016-06-14 00:00:00;1312.89;21.0;1041.98;218.82;5.0;52.1;433;20.0;260.49;100;;;False;;15133;66243514965331;2016-06-24 00:00:00;1 - Contado;
298;A;2016-06-15 00:00:00;2021.54;21.0;1650.24;346.55;1.5;24.75;918;0.0;412.56;400;;;False;;15286;66243530872131;2016-06-25 00:00:00;1 - Contado;
299;A;2016-06-15 00:00:00;1336.0;21.0;1104.13;231.87;0.0;0.0;2078;20.0;276.03;300;;;False;;15287;66243530920372;2016-06-25 00:00:00;1 - Contado;
300;A;2016-06-15 00:00:00;1120.0;21.0;925.62;194.38;0.0;0.0;2078;20.0;231.4;300;;;False;;128218;66243530955384;2016-06-25 00:00:00;1 - Contado;
301;A;2016-06-15 00:00:00;4003.48;21.0;3300.48;693.1;0.3;9.9;921;20.0;825.12;300;;;False;;228218;66243531886964;2016-06-25 00:00:00;1 - Contado;
302;A;2016-06-15 00:00:00;1061.01;21.0;874.7;183.69;0.3;2.62;921;20.0;218.68;300;;;False;;15490;66243532015441;2016-06-25 00:00:00;1 - Contado;
303;A;2016-06-15 00:00:00;4799.87;21.0;3957.02;830.97;0.3;11.87;1055;20.0;989.25;200;;;False;;15319;66243532519259;2016-06-25 00:00:00;1 - Contado;
304;A;2016-06-15 00:00:00;6284.65;21.0;5047.91;1060.06;3.5;176.68;352;25.0;1682.64;200;;;False;;15320;66243532622537;2016-06-25 00:00:00;1 - Contado;
305;A;2016-06-15 00:00:00;327220.86;21.0;262828.0;55193.88;3.5;9198.98;2010;0.0;0.0;100;;;False;;0;66243544153589;2016-06-25 00:00:00;1 - Contado;
